longitude,latitude
144.976,-37.7759
144.9758,-37.7722
144.9722,-37.7729
144.9724,-37.7685
144.9788,-37.7689
144.9774,-37.7773
144.9782,-37.7673
144.9739,-37.7684
144.9768,-37.7589
144.9725,-37.7679
144.9731,-37.765
144.9785,-37.7743
144.9795,-37.7603
144.9725,-37.7736
144.975,-37.7747
144.9744,-37.7713
144.9716,-37.7732
144.9739,-37.7789
144.9816,-37.7655
145.0103,-37.8301
145.0125,-37.8285
145.012,-37.8283
145.0089,-37.8287
145.0089,-37.8289
144.9672,-37.6783
144.9664,-37.6804
144.9616,-37.6881
144.9691,-37.8042
144.9738,-37.7992
144.9604,-37.8052
144.9729,-37.8009
144.9655,-37.7983
144.9662,-37.8009
144.9728,-37.793
144.9644,-37.8049
144.9717,-37.7995
144.9642,-37.8009
144.9669,-37.7969
144.9651,-37.7982
144.9656,-37.801
144.9663,-37.7939
144.97,-37.7988
144.9705,-37.7929
144.9725,-37.7957
144.9707,-37.7988
144.9718,-37.7945
144.9713,-37.7989
144.9604,-37.8052
144.9689,-37.8054
144.9738,-37.7984
144.9679,-37.7965
144.9742,-37.7969
144.9705,-37.7929
144.9718,-37.7945
144.9665,-37.7998
144.9657,-37.8046
144.9716,-37.7946
144.9689,-37.8012
144.9709,-37.7966
144.9745,-37.7985
144.9724,-37.7967
144.9734,-37.7963
144.9682,-37.7986
144.9659,-37.7962
144.9737,-37.7996
144.965,-37.8018
144.9724,-37.7957
144.9879,-37.8181
144.9861,-37.8127
144.9801,-37.8177
144.9892,-37.8136
144.9762,-37.8118
144.9793,-37.8167
144.9835,-37.8122
144.9838,-37.8152
144.9902,-37.8114
144.9847,-37.8127
144.9879,-37.8099
144.9902,-37.8144
144.9842,-37.8153
144.9868,-37.8153
144.9851,-37.8154
144.9787,-37.8168
144.976,-37.8162
144.9892,-37.8136
144.9851,-37.8154
144.9801,-37.8177
144.8882,-37.7552
144.8897,-37.7518
144.8864,-37.7551
144.8848,-37.7494
144.8848,-37.755
144.88299999999998,-37.7519
144.8873,-37.7517
144.8847,-37.7498
144.8868,-37.7535
144.8856,-37.7537
144.8836,-37.7535
144.8824,-37.7527
144.8867,-37.7497
144.889,-37.7576
144.8848,-37.7532
144.8845,-37.7513
144.8858,-37.75
144.8893,-37.7537
144.8851,-37.7527
144.8843,-37.7523
144.8901,-37.7493
144.88299999999998,-37.7522
144.8892,-37.7577
144.88299999999998,-37.7519
144.9632,-37.7007
144.9654,-37.7073
144.9776,-37.7009
144.9664,-37.7174
144.9689,-37.7118
144.9654,-37.7109
144.9638,-37.7049
144.9709,-37.711
144.9615,-37.6985
144.9663,-37.7034
144.9753,-37.7076
144.9697,-37.7006
144.9733,-37.7104
144.9664,-37.7111
144.9678,-37.7075
144.9677,-37.7141
144.9725,-37.7082
144.9703,-37.7015
144.9676,-37.695
144.9605,-37.6996
144.9625,-37.7015
144.9677,-37.707
144.9769,-37.7043
144.9757,-37.7095
144.9678,-37.7194
144.97299999999998,-37.702
144.9703,-37.7102
144.9672,-37.7017
144.9615,-37.7027
144.9638,-37.7038
144.9639,-37.7067
144.9733,-37.7066
144.9655,-37.6969
144.9754,-37.7185
144.9635,-37.7177
144.9654,-37.7192
144.9655,-37.696999999999996
144.9712,-37.7097
144.9604,-37.6985
144.9719,-37.711999999999996
144.9779,-37.6989
144.9669,-37.7022
144.9704,-37.7086
144.9676,-37.7017
144.9682,-37.7106
144.9737,-37.7144
144.9623,-37.6912
144.9666,-37.7034
144.9746,-37.7021
144.9731,-37.7115
144.9753,-37.7002
144.9695,-37.7089
144.9662,-37.7161
144.9644,-37.7083
144.9679,-37.7018
144.9708,-37.7156
144.9666,-37.7071
144.9619,-37.6987
144.9692,-37.7057
144.96200000000002,-37.6973
144.9619,-37.6949
144.968,-37.7172
144.974,-37.7084
144.963,-37.7054
144.9686,-37.6994
144.9642,-37.718
144.9778,-37.6985
144.9722,-37.7158
144.9645,-37.6963
144.9666,-37.716
144.9666,-37.7164
144.9757,-37.7093
144.9671,-37.7056
144.9686,-37.6978
144.9712,-37.7063
144.9642,-37.7038
144.9641,-37.7108
144.9674,-37.6968
144.9663,-37.716
144.9634,-37.6972
144.9672,-37.7043
144.9695,-37.7092
144.9688,-37.7062
144.97,-37.6998
145.0532,-37.8249
145.0517,-37.8207
145.0465,-37.8198
145.0503,-37.8267
145.055,-37.8226
145.0527,-37.8245
145.0456,-37.8293
145.0535,-37.8284
145.0493,-37.8375
145.0516,-37.8404
145.0508,-37.8308
145.0496,-37.8269
145.0551,-37.8223
145.0536,-37.825
145.0504,-37.830999999999996
145.053,-37.8376
145.0453,-37.8348
145.0556,-37.8212
145.0585,-37.8205
145.05,-37.8334
145.0529,-37.8427
145.0514,-37.8396
145.0475,-37.8305
145.0504,-37.8409
145.0475,-37.8301
145.0456,-37.8264
145.0525,-37.8302
145.0537,-37.8298
145.0502,-37.8414
145.0498,-37.826
145.0578,-37.8185
145.0448,-37.8318
145.0538,-37.8267
145.0467,-37.8283
145.0469,-37.8337
145.0474,-37.8254
145.0486,-37.8322
145.0497,-37.8435
145.0565,-37.8278
145.0577,-37.8187
145.055,-37.8339
145.0566,-37.8222
145.0486,-37.8374
145.046,-37.8303
145.0472,-37.8341
145.047,-37.8254
145.0532,-37.8443
145.0575,-37.8233
145.0492,-37.8292
145.0494,-37.8223
145.0433,-37.8389
145.0461,-37.8332
145.0503,-37.8348
145.0528,-37.8341
145.0505,-37.8414
145.0553,-37.8239
145.0467,-37.8373
145.0518,-37.8218
145.0525,-37.8235
145.0504,-37.8337
145.0548,-37.8339
145.0519,-37.8356
145.0443,-37.8345
145.0475,-37.8301
145.0484,-37.8265
145.0496,-37.8269
145.0505,-37.8165
145.0496,-37.844
145.0535,-37.8284
145.0529,-37.8395
145.0567,-37.8183
145.0453,-37.8372
145.0524,-37.8245
145.0527,-37.8245
145.046,-37.8292
145.0542,-37.8302
145.0514,-37.8257
145.0514,-37.8397
145.046,-37.8365
145.0545,-37.8353
145.0498,-37.8307
145.0525,-37.8451
145.048,-37.8411
145.0503,-37.8319
145.0541,-37.8377
145.054,-37.8267
145.0535,-37.8231
145.0476,-37.8254
145.0525,-37.8439
145.0536,-37.8437
145.0548,-37.8176
145.0516,-37.8204
145.0455,-37.8373
145.0528,-37.8227
145.0556,-37.8219
145.0487,-37.8256
145.0547,-37.8343
145.0441,-37.8352
145.0515,-37.8187
145.0523,-37.8378
145.0516,-37.8239
145.0526,-37.8234
145.0459,-37.839
145.0505,-37.8414
145.0448,-37.8318
145.0507,-37.8206
145.0533,-37.8357
145.0551,-37.8225
145.0545,-37.8338
145.0519,-37.8194
145.0554,-37.8351
145.0515,-37.8344
145.0478,-37.8305
145.0493,-37.8266
145.0495,-37.8456
145.047,-37.8254
145.0476,-37.8267
145.0499,-37.8257
145.0552,-37.8191
145.0489,-37.8204
145.0535,-37.8294
145.0693,-37.7525
145.0687,-37.7519
145.066,-37.7502
145.0698,-37.7509
145.0643,-37.7504
145.0696,-37.7519
145.0574,-37.7506
145.0657,-37.7587
145.0582,-37.7511
145.0697,-37.7512
145.0659,-37.7543
145.0706,-37.7502
145.0684,-37.748000000000005
145.0698,-37.7518
145.065,-37.7529
145.0722,-37.751999999999995
145.0695,-37.7538
145.0621,-37.7579
145.0703,-37.7494
145.0676,-37.7476
145.0768,-37.7518
145.0779,-37.7491
145.0629,-37.7587
145.065,-37.7529
145.0654,-37.751999999999995
145.065,-37.7529
145.0577,-37.7539
145.0637,-37.7537
145.0604,-37.7523
145.0649,-37.7515
145.0689,-37.7514
145.0831,-37.7478
145.062,-37.7507
145.0702,-37.7491
145.0646,-37.7551
145.0731,-37.749
145.0844,-37.7446
145.07,-37.7489
145.0804,-37.7483
145.0605,-37.7502
145.0831,-37.7492
145.0625,-37.748000000000005
145.083,-37.7487
145.0645,-37.7523
145.069,-37.7502
145.065,-37.7529
145.0822,-37.7501
145.0679,-37.7509
145.0718,-37.7502
145.0605,-37.7769
145.0506,-37.7741
145.0499,-37.7713
145.0592,-37.771
145.0592,-37.7767
145.063,-37.7759
145.0609,-37.7756
145.0673,-37.7679
145.0568,-37.7749
145.0665,-37.7689
145.0581,-37.7699
145.0627,-37.7719
145.0549,-37.7749
145.0582,-37.7719
145.0654,-37.7793
145.0538,-37.772
145.0576,-37.7767
145.0564,-37.7737
145.0543,-37.7767
144.9092,-37.6885
144.9086,-37.6866
144.9081,-37.6871
144.9164,-37.6859
144.9084,-37.687
144.9095,-37.6876
144.9121,-37.6904
144.9109,-37.6889
144.91299999999998,-37.6862
144.9112,-37.6878
144.9136,-37.6909
144.9111,-37.6864
145.0374,-37.7133
145.039,-37.7143
145.0296,-37.7147
145.0312,-37.717
145.03,-37.7126
145.043,-37.715
145.0361,-37.7174
145.0296,-37.7147
145.0306,-37.7125
145.0389,-37.7159
144.8763,-37.8115
144.8833,-37.8081
144.8819,-37.8108
144.8818,-37.8118
144.8831,-37.8046
144.8801,-37.8118
144.8841,-37.8083
144.8783,-37.8118
144.8805,-37.8123
144.8846,-37.8058
144.8824,-37.8084
144.8824,-37.8086
144.8775,-37.8083
144.8785,-37.8103
144.8782,-37.8068
144.8804,-37.812
144.8786,-37.81
144.8843,-37.8071
144.8825,-37.8079
144.8849,-37.8039
144.874,-37.8096
144.8825,-37.8078
144.8839,-37.8046
144.8802,-37.8085
144.8811,-37.8066
144.8783,-37.8114
144.8789,-37.808
144.8788,-37.8089
145.0694,-37.8952
145.0725,-37.8913
145.0732,-37.8886
145.0747,-37.9022
145.0696,-37.8958
145.0769,-37.8918
145.0688,-37.8868
145.0622,-37.9043
145.0739,-37.9017
145.075,-37.8968
145.0691,-37.8927
145.07299999999998,-37.8955
145.0709,-37.8936
145.0684,-37.9027
145.0725,-37.8921
145.0646,-37.8989
145.0725,-37.8936
145.0734,-37.898
145.0686,-37.8991
145.0623,-37.9044
145.0676,-37.8875
145.0736,-37.8959
145.0666,-37.8882
145.0716,-37.8996
145.0654,-37.8969
145.0718,-37.8887
145.0681,-37.8932
145.0705,-37.8956
145.07,-37.8849
145.0759,-37.898
145.0696,-37.9031
145.0651,-37.8961
145.0743,-37.8888
145.0733,-37.8944
145.0742,-37.8955
145.0715,-37.8939
145.0691,-37.9055
145.0737,-37.8966
145.0654,-37.8969
145.0742,-37.9072
145.0727,-37.9033
145.0666,-37.8882
145.0726,-37.8885
145.07399999999998,-37.906
145.0765,-37.8929
145.0679,-37.8894
145.0646,-37.9012
145.0705,-37.902
145.0652,-37.8979
145.0749,-37.895
145.0668,-37.9031
145.0689,-37.8943
145.0753,-37.8916
145.0655,-37.8941
145.0709,-37.8897
145.0685,-37.8868
145.0692,-37.8883
145.0722,-37.8947
145.0729,-37.8904
145.0359,-37.8986
145.0263,-37.9062
145.028,-37.9035
145.046,-37.9071
145.0475,-37.9028
145.0455,-37.9032
145.028,-37.9058
145.0535,-37.9063
145.0354,-37.9066
145.0287,-37.9064
145.0461,-37.9065
145.04,-37.906
145.0493,-37.9063
145.0497,-37.906
145.0288,-37.9056
145.0471,-37.9088
145.0414,-37.9016
145.0329,-37.9061
145.0285,-37.903
145.0366,-37.9029
145.037,-37.9009
145.0326,-37.905
145.0454,-37.9018
145.0477,-37.9018
145.0428,-37.9001
145.0521,-37.9036
145.0364,-37.9026
145.0426,-37.9045
145.0367,-37.8981
145.0509,-37.9061
145.0274,-37.9047
145.029,-37.905
145.041,-37.9069
145.0447,-37.8993
145.0454,-37.9038
145.0288,-37.9058
145.049,-37.9032
145.0291,-37.9064
145.0418,-37.9014
145.0333,-37.9033
145.0426,-37.9028
145.0365,-37.9003
145.0476,-37.9042
145.0296,-37.9033
145.042,-37.8986
145.02700000000002,-37.9062
145.0419,-37.900999999999996
145.0478,-37.9061
145.0507,-37.9092
145.0439,-37.9071
145.0418,-37.9048
145.0452,-37.903
145.0414,-37.9016
145.0452,-37.903
145.0357,-37.9021
145.0358,-37.9043
145.0414,-37.9016
145.0539,-37.9024
145.0474,-37.9011
145.0417,-37.9021
145.0366,-37.9061
145.0444,-37.9031
145.0482,-37.9074
145.0418,-37.9014
144.8784,-37.7955
144.8681,-37.8053
144.876,-37.7933
144.8777,-37.8051
144.8742,-37.7914
144.8688,-37.7917
144.8645,-37.7958
144.8714,-37.7979
144.8687,-37.7906
144.8745,-37.806
144.8639,-37.7926
144.8673,-37.7916
144.8639,-37.7903
144.8683,-37.8079
144.8686,-37.809
144.8672,-37.7964
144.8772,-37.7992
144.8749,-37.7952
144.8643,-37.7958
144.8733,-37.7935
144.869,-37.8095
144.8809,-37.7926
144.8674,-37.806
144.8666,-37.8066
144.8686,-37.809
144.8656,-37.7902
144.8763,-37.8058
144.8761,-37.8067
144.8812,-37.7914
144.8678,-37.8067
144.8638,-37.7977
144.881,-37.7941
144.8735,-37.7968
144.8732,-37.7937
144.8691,-37.8099
144.8769,-37.8066
144.8733,-37.7915
144.8658,-37.791
144.877,-37.8001
144.8635,-37.8007
144.8679,-37.8038
144.8689,-37.7913
144.8794,-37.7995
144.8641,-37.7956
144.8793,-37.7908
144.8793,-37.7919
144.8692,-37.7913
144.871,-37.7919
144.879,-37.7991
144.8647,-37.8004
144.8641,-37.8008
144.8665,-37.8008
144.8774,-37.7958
144.8821,-37.7911
144.8653,-37.8009
144.8717,-37.7908
144.86700000000002,-37.79
144.8794,-37.7993
144.8814,-37.7923
144.875,-37.8058
144.8629,-37.8021
144.8714,-37.7905
144.8639,-37.7936
144.8707,-37.8067
144.8768,-37.7991
144.8794,-37.7993
144.8743,-37.7978
144.868,-37.7912
144.871,-37.7914
144.8728,-37.796
144.8634,-37.796
144.8762,-37.7956
144.8663,-37.8019
144.8666,-37.8107
144.8716,-37.7966
144.8741,-37.7943
144.8684,-37.8079
144.8782,-37.7937
144.8711,-37.7908
144.8682,-37.7901
144.8121,-37.7812
144.8121,-37.7801
144.81799999999998,-37.7778
144.8117,-37.7792
144.8221,-37.7825
144.8229,-37.7801
144.8256,-37.7836
144.8176,-37.7835
144.8175,-37.7765
144.8204,-37.7795
144.8175,-37.7842
144.8272,-37.7852
144.8164,-37.7761
144.8252,-37.7796
144.8196,-37.7795
144.8231,-37.7848
144.8186,-37.7808
144.8159,-37.7817
144.8159,-37.7806
144.8209,-37.7789
144.8228,-37.7809
144.8266,-37.7833
144.8234,-37.7813
144.8239,-37.7839
144.8386,-37.8203
144.8392,-37.8226
144.8431,-37.8239
144.8489,-37.8198
145.0407,-37.8878
145.0452,-37.8913
145.0456,-37.8878
145.0387,-37.8904
145.0456,-37.8925
145.0431,-37.8894
145.0409,-37.8924
145.0408,-37.8868
145.0451,-37.8915
145.0449,-37.8877
145.0396,-37.8866
145.0381,-37.8921
145.0431,-37.8894
145.0396,-37.8866
145.0453,-37.8966
145.0397,-37.891
145.0981,-37.9001
145.0955,-37.8994
145.0976,-37.9079
145.0939,-37.8991
145.1006,-37.9033
145.0924,-37.9045
145.1046,-37.8961
145.0959,-37.9006
145.1013,-37.8923
145.0977,-37.9086
145.0928,-37.8956
145.0914,-37.91
145.0983,-37.8968
145.1024,-37.9055
145.10399999999998,-37.9009
145.1037,-37.8959
145.0955,-37.8994
145.0971,-37.9028
145.0995,-37.9109
145.0987,-37.8971
145.101,-37.8951
145.0975,-37.9107
145.0927,-37.9055
145.099,-37.9002
145.1038,-37.9049
145.1008,-37.9024
145.0977,-37.8964
145.1009,-37.9049
145.1037,-37.8961
145.105,-37.9023
145.0982,-37.9098
145.1043,-37.9058
145.1009,-37.9001
145.0965,-37.9025
145.0886,-37.9087
145.1021,-37.8952
145.088,-37.9066
145.0979,-37.8966
145.0979,-37.8973
145.09799999999998,-37.9008
144.9944,-37.8789
144.9947,-37.8794
144.9969,-37.8804
144.9954,-37.8797
144.9934,-37.8756
144.9964,-37.8813
144.9944,-37.8754
144.9974,-37.8788
144.9923,-37.8281
144.9888,-37.8285
144.9904,-37.8301
144.9888,-37.8288
144.9885,-37.8278
144.9947,-37.8274
144.9897,-37.8282
144.9885,-37.8278
144.99200000000002,-37.832
144.9907,-37.8299
144.9967,-37.8274
144.99200000000002,-37.8258
144.9904,-37.8301
144.9894,-37.8266
144.9948,-37.8255
144.9952,-37.8291
144.9927,-37.8301
144.9904,-37.8301
144.9914,-37.8311
144.99,-37.8283
144.9946,-37.8283
144.9904,-37.8284
144.9891,-37.8288
144.9915,-37.8284
144.9433,-37.8133
144.9387,-37.8141
144.9476,-37.8249
144.8736,-37.8305
144.8671,-37.8289
144.8742,-37.8323
144.8736,-37.8321
144.8678,-37.8285
144.8716,-37.8319
144.8725,-37.8307
144.8757,-37.834
144.8705,-37.8303
144.8679,-37.8298
144.8679,-37.8299
144.8715,-37.8331
144.8675,-37.8268
144.8677,-37.8262
144.8727,-37.8293
144.8693,-37.8315
144.8681,-37.8288
144.8739,-37.8337
144.8713,-37.8317
144.8995,-37.7141
144.8987,-37.7137
144.8966,-37.715
144.8975,-37.7156
144.8966,-37.7115
144.9383,-37.7847
144.9383,-37.7847
144.9342,-37.7822
144.9371,-37.7813
144.9346,-37.7778
144.9374,-37.7818
144.935,-37.7796
144.9383,-37.7847
144.9384,-37.7818
144.9383,-37.7847
145.0491,-37.8815
145.0466,-37.885
145.0462,-37.8852
145.0462,-37.8868
145.0447,-37.884
144.8468,-37.8628
144.8437,-37.864000000000004
144.8416,-37.8664
144.8586,-37.725
144.8621,-37.7251
144.8605,-37.7216
144.8533,-37.7243
144.8578,-37.7221
144.8579,-37.7259
144.8602,-37.7231
144.8569,-37.7226
144.8582,-37.7169
144.8621,-37.7251
144.8584,-37.7263
144.8545,-37.7212
144.8598,-37.7212
145.0121,-37.8982
145.0093,-37.8971
145.0093,-37.8971
145.0101,-37.8994
145.0098,-37.8988
144.9651,-37.7815
144.9655,-37.7832
144.9681,-37.7833
144.9657,-37.7825
144.8959,-37.7574
144.9016,-37.7566
144.8916,-37.762
144.9043,-37.7564
144.8948,-37.7608
144.8993,-37.7595
144.8932,-37.762
144.9495,-37.8473
144.9511,-37.8487
144.9467,-37.8466
144.94899999999998,-37.8453
144.9563,-37.8426
144.9522,-37.8441
144.9546,-37.8482
144.9586,-37.8421
144.9558,-37.8436
144.952,-37.8415
144.9574,-37.8459
144.955,-37.8473
144.9587,-37.8445
144.9538,-37.8435
144.955,-37.8436
144.9598,-37.8441
144.9489,-37.8445
145.0327,-37.7793
145.0319,-37.7817
145.0318,-37.771
145.0253,-37.7786
144.8594,-37.8326
144.8425,-37.8367
144.8399,-37.8322
145.0219,-37.8545
145.0155,-37.8514
145.0259,-37.8532
145.0156,-37.8571
145.0223,-37.8624
145.0178,-37.8519
145.0158,-37.851
145.0164,-37.8544
145.0156,-37.851
145.0209,-37.8606
145.0224,-37.8603
145.0174,-37.8611
145.0164,-37.8607
145.0153,-37.8588
145.0263,-37.8536
145.0115,-37.8531
144.9065,-37.7822
144.9044,-37.7881
144.9148,-37.7756
144.9165,-37.7761
144.904,-37.7774
144.9088,-37.7715
144.9184,-37.7721
144.9209,-37.7831
144.9095,-37.781
144.9289,-37.7748
144.9083,-37.7808
144.9113,-37.7721
144.9166,-37.7737
144.9284,-37.7804
145.1064,-37.8683
145.1111,-37.8696
145.0981,-37.8677
145.0994,-37.871
145.1009,-37.8623
145.1018,-37.8617
145.1105,-37.863
145.1083,-37.8625
144.8561,-37.7593
144.8548,-37.7532
144.8568,-37.7678
144.8659,-37.7522
144.8652,-37.7565
144.8559,-37.7651
144.8574,-37.7574
144.866,-37.7619
145.0761,-37.7892
145.0842,-37.7926
145.1049,-37.7941
145.1013,-37.8016
145.0788,-37.7848
145.0739,-37.7862
145.0938,-37.789
145.0922,-37.7897
145.0908,-37.7849
145.0961,-37.785
145.0973,-37.797
145.0775,-37.7895
145.0866,-37.7939
145.0843,-37.7854
145.0945,-37.7827
145.0453,-37.754
145.0393,-37.7524
145.0413,-37.7528
145.0469,-37.9257
145.0448,-37.9318
145.0493,-37.9194
145.0467,-37.925
145.033,-37.9193
145.0497,-37.9243
145.0393,-37.9329
145.0475,-37.9246
145.0355,-37.9156
145.0428,-37.9284
145.0251,-37.9125
145.0283,-37.9189
145.0418,-37.9166
145.0463,-37.9317
145.0427,-37.9317
145.0445,-37.9323
145.0429,-37.9179
145.0331,-37.9302
145.0361,-37.9321
145.0287,-37.9145
145.0498,-37.9296
145.0686,-37.9195
145.0815,-37.9139
145.0745,-37.9107
145.0733,-37.9258
145.0586,-37.9331
145.0751,-37.923
145.0689,-37.9292
145.0801,-37.9141
145.0538,-37.9229
145.0555,-37.9228
145.08,-37.909
145.0728,-37.9092
145.075,-37.911
145.0694,-37.9127
145.077,-37.9167
145.0651,-37.9311
145.0573,-37.9199
145.0803,-37.919000000000004
145.0806,-37.9316
145.0711,-37.911
145.0518,-37.9219
145.0589,-37.9334
145.0671,-37.9211
145.0524,-37.9317
145.05700000000002,-37.9194
145.0563,-37.9297
145.06799999999998,-37.9076
145.0719,-37.9133
145.0663,-37.9362
145.1384,-37.8158
145.1332,-37.8246
145.1194,-37.8252
145.1213,-37.8219
145.1359,-37.8247
145.1301,-37.8262
145.1276,-37.8265
145.1282,-37.8259
145.1305,-37.8281
145.1217,-37.8229
145.1268,-37.8269
144.8463,-37.7854
144.8511,-37.7888
144.8528,-37.782
144.8514,-37.7904
144.8463,-37.7894
144.8552,-37.7759
144.855,-37.783
144.989,-37.9169
145.002,-37.9099
144.9977,-37.894
144.9999,-37.9104
144.9974,-37.9164
144.9922,-37.902
144.9866,-37.911
145.0046,-37.8993
144.9902,-37.8981
145.0002,-37.928000000000004
144.9933,-37.9181
144.9945,-37.8965
144.9968,-37.8868
144.9972,-37.8847
145.0,-37.8981
145.0048,-37.9043
144.9937,-37.9052
144.9969,-37.9049
144.9974,-37.8953
144.9933,-37.8942
145.0057,-37.9029
144.9926,-37.9037
144.9999,-37.921
145.0026,-37.900999999999996
144.9982,-37.9157
144.9893,-37.9056
145.0077,-37.9107
144.9901,-37.9163
144.9899,-37.9099
145.0048,-37.8985
145.0157,-37.9286
145.0282,-37.9319
145.0142,-37.9173
145.0207,-37.9113
145.0105,-37.9126
145.013,-37.9212
145.0229,-37.9064
145.019,-37.9198
145.0161,-37.9097
145.0273,-37.9287
145.011,-37.9119
145.0288,-37.928000000000004
145.0092,-37.9133
145.0106,-37.9202
145.0151,-37.9196
145.0297,-37.9291
145.0151,-37.9304
145.0256,-37.9034
145.0124,-37.9079
145.00799999999998,-37.9012
145.013,-37.9215
145.0144,-37.9295
145.0101,-37.9057
145.0118,-37.9084
144.9694,-37.7723
144.9653,-37.7586
144.966,-37.7674
144.9563,-37.7598
144.9676,-37.7767
144.9664,-37.7669
144.952,-37.7759
144.9647,-37.762
144.9545,-37.7548
144.9637,-37.7743
144.9599,-37.7733
144.9633,-37.7648
144.9577,-37.7591
144.9696,-37.7617
144.9609,-37.766
144.9642,-37.7779
144.9716,-37.7575
144.9661,-37.7698
144.9635,-37.7783
144.9623,-37.7609
144.968,-37.7672
144.9513,-37.775
144.9678,-37.762
144.9593,-37.7761
144.9683,-37.7778
144.9569,-37.7743
144.9568,-37.7731
144.9588,-37.7589
144.951,-37.7732
144.9591,-37.7602
144.9529,-37.7587
144.9568,-37.7731
144.9762,-37.7671
144.9746,-37.7683
144.9743,-37.7658
144.9742,-37.7661
144.9733,-37.7744
144.9733,-37.7738
144.9719,-37.7721
144.9724,-37.7685
144.9757,-37.76
144.9802,-37.7667
144.9786,-37.7755
144.9771,-37.7762
144.9725,-37.7679
144.9741,-37.7724
144.975,-37.7761
144.9727,-37.7671
144.9835,-37.7682
144.9421,-37.7686
144.9404,-37.7597
144.9406,-37.7622
144.9378,-37.7559
144.9419,-37.7619
144.9489,-37.7611
144.946,-37.7677
144.9486,-37.7572
144.945,-37.766
144.9434,-37.7634
144.9504,-37.7585
144.9445,-37.7735
144.9416,-37.7609
144.9488,-37.7707
144.9375,-37.754
144.9444,-37.7578
144.9396,-37.7744
144.9487,-37.7711
144.9499,-37.7606
145.088,-37.7769
145.0918,-37.7787
145.1,-37.7766
145.0884,-37.7664
145.0946,-37.7723
145.0968,-37.7612
145.0936,-37.7735
145.091,-37.7784
145.0867,-37.7643
145.0847,-37.7618
145.1022,-37.7729
145.0856,-37.7601
145.1283,-37.8493
145.1123,-37.8552
145.1318,-37.8528
145.0999,-37.8495
145.1228,-37.8466
145.1071,-37.8463
145.1005,-37.8445
145.1103,-37.8481
145.1145,-37.8512
145.0948,-37.8592
145.1278,-37.8518
145.0979,-37.8603
145.1306,-37.8499
145.1275,-37.8553
145.1131,-37.85
145.1195,-37.8543
145.1185,-37.853
145.1322,-37.8491
145.1055,-37.8515
145.1127,-37.8539
145.1153,-37.8546
145.1285,-37.8557
145.0643,-37.8444
145.0924,-37.8405
145.0735,-37.8446
145.089,-37.8378
145.062,-37.8411
145.0942,-37.8442
145.0675,-37.8434
145.0665,-37.8355
145.0824,-37.8427
145.0909,-37.8378
145.0661,-37.8269
145.0959,-37.8416
145.0662,-37.8458
145.0916,-37.8418
145.0853,-37.8494
145.071,-37.845
145.0616,-37.8333
145.061,-37.8295
145.0621,-37.823
145.0673,-37.8284
145.0672,-37.8286
145.0709,-37.8304
145.097,-37.8417
145.0949,-37.8378
145.0947,-37.8403
145.0803,-37.8343
145.0739,-37.8313
145.067,-37.8192
145.0816,-37.8322
145.0812,-37.8267
145.0848,-37.8272
145.0843,-37.8214
145.0694,-37.8179
145.0649,-37.8178
145.0785,-37.8203
144.9708,-37.7909
144.9742,-37.7817
144.9721,-37.7918
144.9748,-37.7822
144.9749,-37.7875
144.9732,-37.7875
144.9767,-37.7823
144.971,-37.7839
144.9745,-37.7927
144.9737,-37.7915
145.0632,-37.8898
145.0619,-37.8981
145.0524,-37.8972
145.0489,-37.8875
145.0632,-37.8858
145.0501,-37.8892
145.0531,-37.8993
145.0541,-37.8924
145.0603,-37.8958
145.0644,-37.8912
145.0582,-37.9027
145.0531,-37.8928
145.0616,-37.8944
145.0561,-37.8866
145.0342,-37.8883
145.0342,-37.8883
145.0197,-37.8678
145.0104,-37.8663
145.0346,-37.8806
145.036,-37.8728
145.0349,-37.8738
145.0235,-37.8781
145.0233,-37.8692
145.0296,-37.8691
145.0116,-37.8607
145.0154,-37.8924
145.0171,-37.8989
145.0137,-37.8937
145.023,-37.8899
145.0229,-37.8895
145.0259,-37.8906
145.101,-37.8793
145.0934,-37.8856
145.096,-37.885999999999996
145.0954,-37.8755
145.0942,-37.8827
144.9929,-37.7888
144.9967,-37.788000000000004
145.0058,-37.7881
144.9995,-37.7925
144.9938,-37.7933
144.9967,-37.7914
144.9993,-37.7906
145.0058,-37.7881
144.989,-37.7938
144.9899,-37.7936
145.0019,-37.7926
144.9881,-37.7936
144.9926,-37.7933
144.9694,-37.7506
144.9576,-37.7424
144.9604,-37.7422
144.9591,-37.7509
144.9496,-37.7519
144.9697,-37.7439
144.9474,-37.7408
144.9787,-37.7551
144.9751,-37.7445
144.9509,-37.7348
144.9795,-37.7462
144.9545,-37.7355
144.9574,-37.7445
144.9502,-37.7485
144.9562,-37.7418
144.9584,-37.7377
144.9537,-37.7351
144.9481,-37.7503
144.9768,-37.746
144.9634,-37.7483
144.9695,-37.7469
144.9787,-37.7364
144.9573,-37.7432
144.9603,-37.7397
144.9653,-37.7382
144.9657,-37.7411
144.9593,-37.7516
144.9754,-37.7449
144.9571,-37.7424
144.9571,-37.7424
144.981,-37.7315
144.9829,-37.7317
144.9577,-37.72
144.9647,-37.7266
144.9605,-37.7304
144.9563,-37.7218
144.9533,-37.7202
144.9883,-37.7981
144.9864,-37.7953
144.9907,-37.8074
144.9863,-37.7953
144.985,-37.8035
144.9833,-37.8053
144.9924,-37.7975
144.9861,-37.8011
144.9901,-37.8001
144.9841,-37.8008
